DATE,CATEGORY,NAME,UNITS,PROFIT,TOTAL_PRICESELL
2016-11-30,Nuts,Walnuts in shell,18.894000000000002,37.59906000000001,226.53905999999992
2016-11-30,Olympian Products,Sweetloaf,33.0,34.650000000000006,158.40000000000003
2016-11-30,Onions,onion brown 2kg Small,137.0,219.19999999999948,356.2000000000004
2016-11-30,Other Fruits,kiwi fruit Gold ,114.0,148.19999999999996,205.19999999999996
2016-11-30,Other Vegies,Leek,332.0,332.0,664.0
2016-11-30,Pastas,Passata 700g,64.0,31.35999999999998,95.35999999999996
2016-11-30,Pears,pear corella,251.63800000000006,125.81900000000002,754.9139999999993
2016-11-30,Potatoes,Potato brushed,301.2619999999998,75.31549999999994,753.1550000000001
2016-11-30,Pumpkins,Pumpkin Grey,195.2530000000001,388.5534699999999,388.5534699999999
2016-11-30,Root Vegies,Beetroot,32.523999999999994,97.24676000000001,97.24676000000001
2016-11-30,Sri Lankan Groceries,Basil seed With Pomegranate 290ml,34.0,21.327272727272817,55.32727272727281
2016-11-30,Stonefruits,Nectarine Yellow,236.58400000000003,707.3861599999999,707.3861599999999
2016-11-30,Tomatoes,Field Tomatoes,596.5980000000005,829.2712200000001,1783.8280200000013
2016-11-30,Tropical Fruits,R2E2 Mango ,222.0,333.0,555.0
2016-11-30,Veggies,Sprouts bean shoots,9.0,45.0,45.0
2016-11-30,capsicum,Capsicum red,99.45799999999996,496.2954199999998,496.2954199999998
2016-11-30,carrots,Carrots 1kg,279.0,192.5099999999996,415.7100000000012
2016-11-30,coconut Products,Chick Peas 1kg Pattu,8.0,14.319999999999997,31.92000000000001
2016-11-30,trutaste,Colavita Olive Oil 500ml,18.0,26.820000000000007,116.81999999999998
2016-12-31,Apples,Apples Pink Lady,300.0860000000002,897.2571399999999,897.2571399999999
2016-12-31,Asian Vegies,Radish white ,48.825999999999986,145.98973999999998,145.98973999999998
2016-12-31,Avocadoes,Avocado Small Hass,153.0,306.0,382.5
2016-12-31,Bananas,Banana Cavendish,1503.1699999999994,-15.031700000000036,2991.3083000000015
2016-12-31,Berries,Berries Strawberry (medium),320.0,800.0,800.0
2016-12-31,Bunch Vegies,Onion spring,323.0,290.70000000000005,484.5
2016-12-31,Cabbages,Cabbage green,42.0,209.58000000000004,209.58000000000004
2016-12-31,Chillies,chilli yellow long,13.957999999999998,55.831999999999994,97.70599999999999
2016-12-31,Citrus,Orange valencia,222.1319999999999,555.33,555.33
2016-12-31,Cucumbers,Cucumber continental,415.0,622.5,622.5
2016-12-31,Cut Veggies,Celery half,81.0,153.90000000000023,153.90000000000023
2016-12-31,Eggs,Eggs 700g,121.0,60.5,387.1999999999994
2016-12-31,Fruits,Kensington Pride Mango,87.0,174.0,174.0
2016-12-31,Grapes,Grapes white Seedless,54.20600000000001,162.07594,162.07594
2016-12-31,Groceries-Dry Goods,Red split Lentils 1kg Pattu,20.0,35.0,70.0
2016-12-31,Herbs,Coriander,101.0,200.99000000000007,200.99000000000007
2016-12-31,Kalamata olives,Virgin Olive oil 4Lt,5.0,27.45000000000001,199.95000000000002
2016-12-31,Lettuces,Lettuce Iceberg,471.0,1177.5,1177.5
2016-12-31,Melons,Watermelon seedless,1495.8180000000018,732.95082,2228.768819999999
2016-12-31,Multi buy,mango 2for 3.00,225.0,675.0,675.0
2016-12-31,Mushrooms,Mushroom Cup,40.75200000000002,162.60048000000006,366.3604800000002
2016-12-31,Nuts,Walnuts in shell,16.81,33.45190000000001,201.55190000000005
2016-12-31,Olympian Products,Sweetloaf,26.0,27.30000000000001,124.79999999999995
2016-12-31,Onions,Onion brown,141.83600000000004,282.2536400000002,282.2536400000002
2016-12-31,Other Fruits,Cherries,129.46400000000003,2070.1293599999995,2070.1293599999995
2016-12-31,Other Vegies,Leek,157.0,157.0,314.0
2016-12-31,Pastas,Diced Tomatoes,35.0,10.85,34.64999999999999
2016-12-31,Pears,Pear Packham,236.74799999999976,234.38051999999993,707.8765200000004
2016-12-31,Potatoes,Potato brushed,262.88199999999995,65.7205,657.2049999999998
2016-12-31,Pumpkins,Pumpkin Japanese/Kent,166.34099999999998,331.01858999999985,331.01858999999985
2016-12-31,Root Vegies,Beetroot,34.267999999999994,102.46132,102.46132
2016-12-31,Sri Lankan Groceries,Basil seed With Pomegranate 290ml,15.0,9.409090909090947,24.40909090909095
2016-12-31,Stonefruits,Nectarine White,420.0539999999996,751.8966600000009,1255.9614600000011
2016-12-31,Tomatoes,Field Tomatoes,431.3179999999996,599.5320200000004,1289.640819999999
2016-12-31,Tropical Fruits,R2E2 Mango ,102.0,153.0,255.0
2016-12-31,Veggies,Sprouts bean shoots,16.0,80.0,80.0
2016-12-31,capsicum,Capsicum red,88.47199999999997,441.47528,441.47528
2016-12-31,carrots,Carrots 1kg,252.0,173.87999999999965,375.4800000000009
2016-12-31,coconut Products,Chick Peas 1kg Pattu,4.0,7.16,15.96
2016-12-31,trutaste,Cashews Salted375g,13.0,17.313636363636345,118.06363636363633
2017-01-31,Apples,Apples Pink Lady,182.57600000000002,545.90224,545.90224
2017-01-31,Asian Vegies,Radish white ,59.368,177.51032000000004,177.51032000000004
2017-01-31,Avocadoes,Avocado Small Hass,146.0,292.0,365.0
2017-01-31,Bananas,Banana Cavendish,1774.3820000000048,-17.743820000000046,3531.020179999994
2017-01-31,Berries,Berries Strawberry (medium),348.0,870.0,870.0
2017-01-31,Bunch Vegies,Onion spring,281.0,252.90000000000097,421.5
2017-01-31,Cabbages,Cabbage green,44.0,219.56000000000006,219.56000000000006
2017-01-31,Chillies,chilli yellow long,11.587999999999997,46.35199999999999,81.11599999999999
2017-01-31,Citrus,3kg Valencia Oranges,153.0,382.5,688.5
2017-01-31,Cucumbers,Cucumber continental,365.0,547.5,547.5
2017-01-31,Cut Veggies,Celery half,85.0,161.50000000000026,161.50000000000026
2017-01-31,Eggs,Eggs 700g,154.0,77.0,492.7999999999991
2017-01-31,Flowers,Bunch Roses,5.0,5.0,45.0
2017-01-31,Fruits,Kensington Pride Mangoes large,48.0,144.0,144.0
2017-01-31,Grapes,Grapes white Seedless,311.09200000000027,930.1650799999999,930.1650799999999
2017-01-31,Groceries-Dry Goods,Chick Peas 400g,22.0,8.36,28.379999999999995
2017-01-31,Herbs,Coriander,159.0,316.41000000000054,316.41000000000054
2017-01-31,Kalamata olives,Sweet Rusk ,6.0,6.0,36.0
2017-01-31,Lettuces,Lettuce Iceberg,602.0,1505.0,1505.0
2017-01-31,Melons,Watermelon seedless,1901.3810000000021,931.6766899999998,2833.057689999998
2017-01-31,Multi buy,mango 2for 3.00,325.0,975.0,975.0
2017-01-31,Mushrooms,Mushroom Cup,42.99400000000004,171.54605999999998,386.51606
2017-01-31,Nuts,Walnuts in shell,10.07,20.039300000000004,120.73929999999999
2017-01-31,Olympian Products,Sweetloaf,24.0,25.20000000000001,115.19999999999996
2017-01-31,Onions,Onion brown,155.0860000000001,308.62114,308.62114
2017-01-31,Other Fruits,Cherries,163.75000000000014,2618.362500000002,2618.362500000002
2017-01-31,Other Vegies,Eggplant,140.78600000000006,984.09414,984.09414
2017-01-31,Pastas,Passata 700g,51.0,24.989999999999984,75.98999999999998
2017-01-31,Pears,Pear Packham,105.51000000000003,104.45490000000001,315.4748999999998
2017-01-31,Potatoes,Potato brushed,203.75799999999995,50.93949999999998,509.3950000000002
2017-01-31,Pumpkins,Pumpkin Japanese/Kent,221.71099999999998,441.2048900000001,441.2048900000001
2017-01-31,Root Vegies,Beetroot,36.658,109.60742000000002,109.60742000000002
2017-01-31,Sri Lankan Groceries,Basil Seed Rose Sharbath,28.0,22.909090909090963,50.909090909090956
2017-01-31,Stonefruits,Peaches Yellow,269.634,1075.8396599999994,1075.8396599999994
2017-01-31,Tomatoes,Field Tomatoes,359.28199999999947,499.4019799999997,1074.2531800000006
2017-01-31,Tropical Fruits,Pineapple,91.0,409.5,409.5
2017-01-31,Veggies,Sprouts bean shoots,21.0,105.0,105.0
2017-01-31,capsicum,Capsicum red,79.85000000000001,398.45149999999984,398.45149999999984
2017-01-31,carrots,Carrots 1kg,184.0,126.95999999999974,274.1600000000006
2017-01-31,coconut Products,Drinking Coconut,17.0,59.5,59.5
2017-01-31,trutaste,Almonds Roasted 375g,10.0,10.818181818181802,90.8181818181818
2017-02-28,Apples,Apples Pink Lady,308.1460000000001,921.356539999999,921.356539999999
2017-02-28,Asian Vegies,Pac choy,72.0,28.799999999999983,64.79999999999994
2017-02-28,Avocadoes,Avocado Hass Large,222.0,222.0,555.0
2017-02-28,Bananas,Banana Cavendish,1245.6520000000007,-12.45652000000001,2478.8474799999995
2017-02-28,Berries,Berries Strawberry (medium),346.0,865.0,865.0
2017-02-28,Bunch Vegies,Onion spring,302.0,271.80000000000064,453.0
2017-02-28,Cabbages,Cabbage green,34.0,169.66000000000003,169.66000000000003
2017-02-28,Chillies,chilli yellow long,9.24,36.96,64.67999999999999
2017-02-28,Citrus,Orange valencia,124.97800000000002,312.4449999999998,312.4449999999998
2017-02-28,Cucumbers,Cucumber continental,365.0,547.5,547.5
2017-02-28,Cut Fruits,Mangosteen,1.0,17.0,17.0
2017-02-28,Cut Veggies,Celery half,81.0,153.90000000000023,153.90000000000023
2017-02-28,Eggs,Eggs 700g,114.0,57.0,364.7999999999995
2017-02-28,Flowers,Bunch Roses,18.0,18.0,162.0
2017-02-28,Fruits,Kensington Pride Mangoes large,66.0,198.0,198.0
2017-02-28,Grapes,Grapes white Seedless,299.1740000000004,894.5302600000007,894.5302600000007
2017-02-28,Groceries-Dry Goods,Chick Peas 400g,25.0,9.500000000000002,32.24999999999999
2017-02-28,Herbs,Coriander,210.0,417.90000000000083,417.90000000000083
2017-02-28,Kalamata olives,Sweet Rusk ,19.0,19.0,114.0
2017-02-28,Lettuces,Lettuce Iceberg,323.0,807.5,807.5
2017-02-28,Melons,Watermelon seedless,1795.7039999999993,879.8949599999999,2675.5989600000003
2017-02-28,Multi buy,Corn 3 For 2,169.0,202.79999999999953,338.0
2017-02-28,Mushrooms,Mushroom Cup,40.546,161.77854,364.5085399999999
2017-02-28,Nuts,Walnuts in shell,8.526,16.966739999999998,102.22673999999998
2017-02-28,Olympian Products,Sweetloaf,22.0,23.10000000000001,105.59999999999995
2017-02-28,Onions,Onion brown,155.89399999999995,310.2290599999999,310.2290599999999
2017-02-28,Other Fruits,Figs,146.696,220.04399999999998,220.04399999999998
2017-02-28,Other Vegies,Eggplant,142.6200000000001,996.9138000000003,996.9138000000003
2017-02-28,Pastas,Diced Tomatoes,45.0,13.950000000000003,44.55000000000001
2017-02-28,Pears,Pears William,200.378,360.68039999999985,360.68039999999985
2017-02-28,Potatoes,Potato brushed,342.3650000000004,85.59125000000004,855.9124999999997
2017-02-28,Pumpkins,Pumpkin Grey,182.57,363.3143,363.3143
2017-02-28,Root Vegies,Baby beetroot 250g,34.0,101.65999999999997,101.65999999999997
2017-02-28,Sri Lankan Groceries,Basil seed With Pomegranate 290ml,13.0,8.154545454545486,21.154545454545488
2017-02-28,Stonefruits,Nectarine White,316.83799999999985,567.1400199999999,947.3456199999998
2017-02-28,Tomatoes,Field Tomatoes,350.32999999999987,486.9586999999997,1047.4866999999988
2017-02-28,Tropical Fruits,Pineapple sweet Large,183.0,549.0,915.0
2017-02-28,Veggies,Sprouts bean shoots,21.0,105.0,105.0
2017-02-28,capsicum,Capsicum red,70.34399999999995,351.01656,351.01656
2017-02-28,carrots,Carrots ,195.836,332.92120000000006,332.92120000000006
2017-02-28,coconut Products,Drinking Coconut,9.0,31.5,31.5
2017-02-28,trutaste,Walnut Kernels LHP 500g,9.0,33.21,89.91
2017-03-31,Apples,Apples Royal Gala,182.0340000000001,546.1020000000001,546.1020000000001
2017-03-31,Asian Vegies,Pac choy,59.0,23.599999999999984,53.099999999999966
2017-03-31,Avocadoes,Avocado Shepard,149.0,298.0,298.0
2017-03-31,Bananas,Banana Cavendish,1407.6760000000036,-14.076759999999998,2801.275239999998
2017-03-31,Berries,Berries Strawberry (medium),291.0,727.5,727.5
2017-03-31,Bunch Vegies,Onion spring,280.0,252.0000000000009,420.0
2017-03-31,Cabbages,Cabbage green,34.0,169.66,169.66
2017-03-31,Chillies,chilli yellow long,8.124000000000002,32.49600000000001,56.867999999999995
2017-03-31,Citrus,3kg Valencia Oranges,79.0,197.5,355.5
2017-03-31,Cucumbers,Cucumber continental,390.0,585.0,585.0
2017-03-31,Cut Veggies,Celery half,113.0,214.70000000000041,214.70000000000041
2017-03-31,Eggs,Eggs 700g,107.0,53.5,342.3999999999996
2017-03-31,Flowers,Bunch Roses,14.0,14.0,126.0
2017-03-31,Fruits,Keitt Mango,28.0,70.0,70.0
2017-03-31,Grapes,Grapes white Seedless,270.69600000000014,809.3810400000001,809.3810400000001
2017-03-31,Groceries-Dry Goods,Chick Peas 400g,18.0,6.839999999999999,23.22
2017-03-31,Herbs,Coriander,221.0,439.7900000000009,439.7900000000009
2017-03-31,Kalamata olives,Sweet Rusk ,24.0,24.0,144.0
2017-03-31,Lettuces,Lettuce Iceberg,297.0,742.5,742.5
2017-03-31,Melons,Watermelon seedless,1596.2099999999994,782.1429000000009,2378.3528999999985
2017-03-31,Multi buy,Corn 3 For 2,104.0,124.80000000000021,208.0
2017-03-31,Mushrooms,Mushroom Cup,45.26199999999999,180.59537999999998,406.90538000000026
2017-03-31,Nuts,Walnuts in shell,2.06,4.099399999999999,24.6994
2017-03-31,Olympian Products,Sesame Biscota 250g,22.0,18.000000000000043,84.0
2017-03-31,Onions,Onion brown,137.19,273.00809999999973,273.00809999999973
2017-03-31,Other Fruits,kiwi fruit Gold ,39.0,50.699999999999996,70.2
2017-03-31,Other Vegies,Leek,188.0,188.0,376.0
2017-03-31,Pastas,Passata 700g,41.0,20.089999999999996,61.090000000000025
2017-03-31,Pears,Pears William,209.87399999999988,377.7732,377.7732
2017-03-31,Potatoes,Potato brushed,184.62000000000003,46.15500000000001,461.5499999999999
2017-03-31,Pumpkins,Pumpkin Japanese/Kent,305.4919999999999,607.9290799999999,607.9290799999999
2017-03-31,Root Vegies,Beetroot,39.882000000000005,119.24717999999997,119.24717999999997
2017-03-31,Sri Lankan Groceries,Basil seed Mango Sharbath 290ml,22.0,18.000000000000043,40.000000000000036
2017-03-31,Stonefruits,Peach clingstone,362.3529999999999,1445.788470000001,1445.788470000001
2017-03-31,Tomatoes,Field Tomatoes,350.782,487.5869799999999,1048.83818
2017-03-31,Tropical Fruits,Papaya Red,74.006,370.03000000000003,370.03000000000003
2017-03-31,Veggies,Sprouts bean shoots,11.0,55.0,55.0
2017-03-31,capsicum,Capsicum red,134.41600000000008,670.73584,670.73584
2017-03-31,carrots,Carrots ,156.69799999999995,266.3866,266.3866
2017-03-31,coconut Products,Ginger & Apple Juice,10.0,19.9,69.9
2017-03-31,trutaste,Almonds Natural 500g,12.0,26.88000000000001,119.87999999999998
2017-04-30,Apples,Apples Fuji,178.3280000000001,711.5287199999999,711.5287199999999
2017-04-30,Asian Vegies,Okra,68.28999999999998,111.99559999999997,682.2170999999996
2017-04-30,Avocadoes,Avocado Shepard,152.0,304.0,304.0
2017-04-30,Bananas,Banana Cavendish,1284.8199999999983,-12.848200000000016,2556.7918
2017-04-30,Berries,Berries Strawberry (medium),103.0,257.5,257.5
2017-04-30,Bunch Vegies,Onion spring,307.0,276.30000000000064,460.5
2017-04-30,Cabbages,Cabbage green,46.0,229.54000000000013,229.54000000000013
2017-04-30,Chillies,chilli yellow long,8.552,34.208,59.864000000000004
2017-04-30,Citrus,Mandarin Imperial,139.144,208.71600000000012,347.8599999999998
2017-04-30,Cucumbers,Cucumber continental,315.0,472.5,472.5
2017-04-30,Cut Veggies,cabbage half,86.0,258.0,258.0
2017-04-30,Eggs,Eggs 700g,128.0,64.0,409.5999999999994
2017-04-30,Flowers,Bunch Roses,14.0,14.0,126.0
2017-04-30,Grapes,Grapes black,308.4100000000001,1230.5559000000003,1230.5559000000003
2017-04-30,Groceries-Dry Goods,Red split Lentils 1kg Pattu,23.0,40.25,80.5
2017-04-30,Herbs,Coriander,217.0,431.83000000000095,431.83000000000095
2017-04-30,Kalamata olives,Sweet Rusk ,22.0,22.0,132.0
2017-04-30,Lettuces,Lettuce Iceberg,205.0,512.5,512.5
2017-04-30,Melons,Watermelon seedless,631.447,309.40902999999986,940.8560300000003
2017-04-30,Multi buy,Corn 3 For 2,75.0,90.0000000000001,150.0
2017-04-30,Mushrooms,Mushroom Cup,42.80999999999999,170.81189999999998,384.86190000000005
2017-04-30,Nuts,chest Nuts,42.57400000000001,0.4257399999999858,383.16600000000017
2017-04-30,Olympian Products,Sesame Biscota 250g,22.0,18.000000000000043,84.0
2017-04-30,Onions,Onion brown,138.52399999999997,275.6627600000001,275.6627600000001
2017-04-30,Other Fruits,Persimmons,52.647999999999996,47.38319999999998,47.38319999999998
2017-04-30,Other Vegies,Leek,213.0,213.0,426.0
2017-04-30,Pastas,Peeled Plum Tomatoes,38.0,11.780000000000005,37.62
2017-04-30,Pears,Josephine Pears,112.43400000000001,223.74366000000012,336.17766000000006
2017-04-30,Potatoes,Potato brushed,244.5070000000001,61.12675000000002,611.2675000000005
2017-04-30,Pumpkins,Pumpkin Butternut,282.25000000000006,561.6775000000001,561.6775000000001
2017-04-30,Root Vegies,Beetroot,34.056,101.82744000000004,101.82744000000004
2017-04-30,Sri Lankan Groceries,Cream Cracker190g,16.0,6.472727272727198,21.67272727272719
2017-04-30,Stonefruits,Nectarine White,191.66000000000005,343.0713999999999,573.0634
2017-04-30,Tomatoes,Field Tomatoes,377.6819999999996,524.9779799999999,1129.2691800000005
2017-04-30,Tropical Fruits,Pomegranate,70.0,105.0,175.0
2017-04-30,Veggies,Kalamata Olives,40.041,20.020500000000002,200.205
2017-04-30,capsicum,Capsicum red,73.042,364.47958000000034,364.47958000000034
2017-04-30,carrots,Carrots ,191.54799999999977,325.63159999999965,325.63159999999965
2017-04-30,coconut Products,Ginger & Apple Juice,18.0,35.81999999999999,125.81999999999998
2017-04-30,trutaste,Walnut Kernels LHP 500g,9.0,33.21,89.91
2017-05-31,Apples,Apples Pink Lady,153.72199999999992,459.6287800000001,459.6287800000001
2017-05-31,Asian Vegies,Okra,53.32000000000001,87.44480000000001,532.6668000000001
2017-05-31,Avocadoes,Avocado Hass Large,169.0,169.0,422.5
2017-05-31,Bananas,Banana Cavendish,931.3000000000002,-9.313000000000008,1853.2869999999991
2017-05-31,Berries,Berries Strawberry (medium),83.0,207.5,207.5
2017-05-31,Bunch Vegies,Onion spring,282.0,253.80000000000086,423.0
2017-05-31,Cabbages,Cabbage green,60.0,299.4000000000002,299.4000000000002
2017-05-31,Chillies,chilli yellow long,10.16,40.64,71.12
2017-05-31,Citrus,Mandarin Imperial,325.422,488.13299999999975,813.5550000000004
2017-05-31,Cucumbers,Cucumber continental,306.0,459.0,459.0
2017-05-31,Cut Fruits,Rockmelon Half,2.0,0.0,2.0
2017-05-31,Cut Veggies,cabbage Quater,86.0,146.20000000000002,146.20000000000002
2017-05-31,Eggs,Eggs 700g,98.0,49.0,313.5999999999997
2017-05-31,Flowers,Bunch Roses,22.0,22.0,198.0
2017-05-31,Grapes,Grapes black,306.33800000000025,1222.2886200000003,1222.2886200000003
2017-05-31,Groceries-Dry Goods,Red split Lentils 1kg Pattu,21.0,36.75,73.5
2017-05-31,Herbs,Coriander,224.0,445.7600000000009,445.7600000000009
2017-05-31,Kalamata olives,Barley Rusk,8.0,12.0,56.0
2017-05-31,Lettuces,Lettuce Iceberg,230.0,575.0,575.0
2017-05-31,Melons,Watermelon seedless,232.41499999999994,113.88334999999995,346.29834999999997
2017-05-31,Multi buy,Pac choy 3 for $2.,40.0,8.000000000000004,80.0
2017-05-31,Mushrooms,Mushroom Cup,44.76400000000001,178.60835999999998,402.42836000000034
2017-05-31,Nuts,chest Nuts,101.538,1.015379999999974,913.8419999999998
2017-05-31,Olympian Products,Sesame Biscota 250g,35.0,28.636363636363704,133.6363636363636
2017-05-31,Onions,Onion brown,108.83999999999997,216.59159999999997,216.59159999999997
2017-05-31,Other Fruits,kiwi fruit Gold ,146.0,189.8,262.8
2017-05-31,Other Vegies,Leek,180.0,180.0,360.0
2017-05-31,Pastas,Diced Tomatoes,60.0,18.59999999999999,59.40000000000001
2017-05-31,Pears,Pear Packham,290.3060000000001,287.40293999999994,868.0149400000004
2017-05-31,Potatoes,Potato brushed,217.00199999999998,54.25049999999999,542.5049999999998
2017-05-31,Pumpkins,Pumpkin Japanese/Kent,316.2320000000001,629.3016799999997,629.3016799999997
2017-05-31,Root Vegies,Beetroot,40.294000000000004,120.47906000000003,120.47906000000003
2017-05-31,Sri Lankan Groceries,Gold Marie 2for2.50,11.0,6.959999999999972,24.99999999999997
2017-05-31,Stonefruits,Black Plum ,138.20400000000006,413.22995999999995,413.22995999999995
2017-05-31,Tomatoes,Field Tomatoes,261.57,363.5823000000004,782.0943000000004
2017-05-31,Tropical Fruits,Pomegranate,96.0,144.0,240.0
2017-05-31,Veggies,Kalamata Olives,29.914,14.957000000000003,149.57000000000002
2017-05-31,capsicum,Capsicum red,103.98599999999996,518.8901400000002,518.8901400000002
2017-05-31,carrots,Carrots 1kg,207.0,142.82999999999967,308.43000000000086
2017-05-31,coconut Products,Ginger & Apple Juice,14.0,27.859999999999996,97.85999999999999
2017-05-31,markdown bag,Mark down Bag ***,94.0,94.0,94.0
2017-05-31,trutaste,Almonds Roasted 375g,7.0,7.572727272727262,63.572727272727256
2017-06-30,Apples,Apples Pink Lady,170.93800000000005,511.10462000000047,511.10462000000047
2017-06-30,Asian Vegies,Radish white ,47.769999999999996,142.83230000000006,142.83230000000006
2017-06-30,Avocadoes,Avocado Hass Large,204.0,204.0,510.0
2017-06-30,Bananas,Banana Cavendish,706.1619999999995,-7.061620000000008,1405.262380000001
2017-06-30,Berries,Berries Strawberry (medium),55.0,137.5,137.5
2017-06-30,Bunch Vegies,Onion spring,222.0,199.8000000000007,333.0
2017-06-30,Cabbages,Cabbage green,21.0,104.78999999999999,104.78999999999999
2017-06-30,Chillies,Chilli Green long bullhorm,13.140000000000002,32.71860000000001,91.8486
2017-06-30,Citrus,Mandarin Imperial,525.3460000000001,788.0190000000003,1313.365
2017-06-30,Cucumbers,Cucumber continental,186.0,279.0,279.0
2017-06-30,Cut Fruits,Honeydew Half,1.0,0.69,1.69
2017-06-30,Cut Veggies,Celery half,73.0,138.7000000000002,138.7000000000002
2017-06-30,Eggs,Eggs 700g,107.0,53.5,342.3999999999995
2017-06-30,Flowers,Bunch Roses,9.0,9.0,81.0
2017-06-30,Grapes,Crimson Grapes,193.91,967.6108999999996,967.6108999999996
2017-06-30,Groceries-Dry Goods,Chick Peas 400g,21.0,7.9799999999999995,27.09
2017-06-30,Herbs,Coriander,162.0,322.38000000000045,322.38000000000045
2017-06-30,Kalamata olives,Sweet Rusk ,12.0,12.0,72.0
2017-06-30,Lettuces,Lettuce Iceberg,149.0,372.5,372.5
2017-06-30,Melons,Watermelon seedless,178.834,87.62866,266.46265999999997
2017-06-30,Multi buy,Pac choy 3 for $2.,52.0,10.399999999999995,104.0
2017-06-30,Mushrooms,Mushroom Cup,32.718,130.54482000000004,294.1348199999999
2017-06-30,Nuts,chest Nuts,64.16400000000002,0.6416399999999824,577.476
2017-06-30,Olympian Products,Sesame Biscota 250g,32.0,26.181818181818244,122.18181818181816
2017-06-30,Onions,Onion brown,92.77599999999998,184.62424000000001,184.62424000000001
2017-06-30,Other Fruits,Persimons **,222.33000000000018,1109.4267000000004,1109.4267000000004
2017-06-30,Other Vegies,Leek,241.0,241.0,482.0
2017-06-30,Pastas,Diced Tomatoes,39.0,12.089999999999995,38.609999999999985
2017-06-30,Pears,Pear Packham,210.72999999999993,208.62269999999995,630.0826999999995
2017-06-30,Potatoes,Potato sweet Gold,232.7160000000001,695.8208399999999,695.8208399999999
2017-06-30,Pumpkins,Pumpkin Japanese/Kent,183.87999999999997,365.92120000000006,365.92120000000006
2017-06-30,Root Vegies,Beetroot,42.352000000000004,126.63248000000002,126.63248000000002
2017-06-30,Sri Lankan Groceries,Delmage Soyameat Curry,25.0,24.75,49.75
2017-06-30,Stonefruits,Plums Angelino,69.62400000000002,139.24800000000005,278.4960000000001
2017-06-30,Tomatoes,Field Tomatoes,199.28600000000017,277.00754000000006,595.8651400000002
2017-06-30,Tropical Fruits,Pomegranate,57.0,85.5,142.5
2017-06-30,Veggies,Kalamata Olives,23.234,11.617,116.17
2017-06-30,capsicum,Capsicum red,161.13600000000014,804.0686400000005,804.0686400000005
2017-06-30,carrots,Carrots 1kg,168.0,115.91999999999977,250.32000000000042
2017-06-30,coconut Products,Virgin Coconut Oil organic Frank,13.0,11.83,64.87000000000002
2017-06-30,markdown bag,Mark down Bag ***,106.0,106.0,106.0
2017-06-30,trutaste,Sulthana 500g,7.0,9.240000000000004,34.93000000000001
2017-07-31,Apples,Apples Pink Lady,193.21599999999995,577.7158399999998,577.7158399999998
2017-07-31,Asian Vegies,Okra,58.736000000000004,96.32704000000005,586.7726400000003
2017-07-31,Avocadoes,Avocado Hass Large,188.0,188.0,470.0
2017-07-31,Bananas,Banana Cavendish,971.5540000000007,-9.71554,1933.3924600000012
2017-07-31,Berries,Berries Strawberry (large),255.0,119.84999999999977,968.9999999999978
2017-07-31,Bunch Vegies,Onion spring,240.0,216.00000000000065,360.0
2017-07-31,Cabbages,Cabbage green,27.0,134.72999999999996,134.72999999999996
2017-07-31,Chillies,chilli yellow long,19.496,77.98399999999998,136.47200000000004
2017-07-31,Citrus,Mandarin Imperial,543.1860000000004,814.7790000000006,1357.9650000000008
2017-07-31,Cucumbers,Cucumber continental,215.0,322.5,322.5
2017-07-31,Cut Fruits,Mangosteen,3.0,51.0,51.0
2017-07-31,Cut Veggies,Celery half,88.0,167.20000000000024,167.20000000000024
2017-07-31,Eggs,Eggs 700g,102.0,51.0,326.39999999999975
2017-07-31,Flowers,Bunch Roses,14.0,14.0,126.0
2017-07-31,Grapes,Crimson Grapes,218.86199999999985,1092.1213800000003,1092.1213800000003
2017-07-31,Groceries-Dry Goods,Sanremo eggnoodless 1kg,17.0,21.080000000000013,59.5
2017-07-31,Herbs,Coriander,196.0,390.0400000000009,390.0400000000009
2017-07-31,Kalamata olives,Sweet Rusk ,18.0,18.0,108.0
2017-07-31,Lettuces,Lettuce Iceberg,133.0,332.5,332.5
2017-07-31,Melons,Watermelon seedless,149.28199999999998,73.14818,222.43017999999995
2017-07-31,Multi buy,Spinach Bunch 2for,84.0,294.0,294.0
2017-07-31,Mushrooms,Mushroom Cup,48.172,192.20628000000008,433.06628000000046
2017-07-31,Nuts,chest Nuts,63.001999999999995,0.6300199999999911,567.018
2017-07-31,Olympian Products,Sesame Biscota 250g,29.0,23.727272727272783,110.72727272727269
2017-07-31,Onions,Garlic Chinese 500g,136.0,340.0,340.0
2017-07-31,Other Fruits,kiwi fruit Gold ,94.0,122.19999999999997,169.20000000000002
2017-07-31,Other Vegies,Leek,203.0,203.0,406.0
2017-07-31,Pastas,Diced Tomatoes,42.0,13.019999999999998,41.580000000000005
2017-07-31,Pears,Pear Packham,204.40999999999997,202.36590000000024,611.1858999999997
2017-07-31,Potatoes,Potato sweet Gold,207.79400000000015,621.3040599999999,621.3040599999999
2017-07-31,Pumpkins,Pumpkin Japanese/Kent,176.60999999999999,351.4539000000003,351.4539000000003
2017-07-31,Root Vegies,Beetroot,42.214,126.21985999999995,126.21985999999995
2017-07-31,Sri Lankan Groceries,Kottumee Hot & spicy,10.0,4.8999999999999995,14.9
2017-07-31,Stonefruits,Blood Plums,0.8640000000000001,4.3113600000000005,4.3113600000000005
2017-07-31,Tomatoes,Field Tomatoes,441.19199999999984,613.2568800000004,1319.1640799999996
